"","index","semester","type","course","pre_post","si1","si2","si3","si4","si5","science_id_ave","cm1","cm2","cm3","cm4","cm5","career_mot_ave","im1","im2","im3","im4","im5","intrinsic_mot_ave","sd1","sd2","sd3","sd4","sd5","self_determition_ave","se1","se2","se3","se4","se5","self_efficacy_ave","gm1","gm2","gm3","gm4","gm5","grade_mot_ave","overall_sci_mot","sci_comp1","sci_comp2","sci_comp3","sci_comp4","sci_competancy_ave","per_comm_orient1","per_comm_orient2","per_comm_orient3","per_comm_orient4","persol_comm_orient_ave","sci_comm_orient1","sci_comm_orient2","sci_comm_orient3","sci_comm_orient4","sci_comm_orient_ave","resilience1","resilience2","resilience3","resilience4","resilience_ave","major","career","gender","ethnicity","parents_grad_college","dependents","med_condition","med_condition_dependent"
"287",287,"Fall 2021","Major","BIOL1610","Pre",2,2,1,1,2,1.6,3,4,4,5,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,5,4,5,5,4.6,5,5,5,5,4,4.8,4.28,3,2,2,3,2.5,5,6,6,6,5.75,5,6,6,5,5.5,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","Yes",0,"No","No"
"288",288,"Fall 2021","Major","BIOL1610","Pre",4,4,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,4,4,4,4,4,4,5,5,5,5,3,4.6,4.68,3,2,2,2,2.25,5,5,5,5,5,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","medical_doctor","female","white","No",0,"No","Yes"
"289",289,"Spring 2022","Non-Major","BIOL1010","Pre",4,4,3,4,3,3.6,2,2,3,2,4,2.6,4,3,4,3,3,3.4,4,4,3,4,4,3.8,3,5,3,2,4,3.4,4,3,4,3,4,3.6,3.36,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","male","white","Yes",0,"No","No"
"290",290,"Fall 2021","Major","BIOL1610","Pre",4,4,3,3,3,3.4,1,1,1,1,1,1,5,4,4,4,4,4.2,4,5,5,5,5,4.8,4,5,5,5,5,4.8,5,5,5,5,4,4.8,3.92,4,4,4,4,4,4,5,6,5,5,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Biology","health_care_pro","female","white","No",0,"No","No"
"291",291,"Fall 2021","Non-Major","BIOL1010","Pre",2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,3.8,3,4,4,3,4,3.6,2,3,2,3,4,2.8,5,5,5,5,4,4.8,3.4,3,3,2,4,3,7,7,7,7,7,6,6,5,6,5.75,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"No","No"
"292",292,"Fall 2021","Major","BIOL1610","Pre",2,3,2,3,3,2.6,4,4,4,4,4,4,4,4,4,4,3,3.8,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4.36,3,4,4,4,3.75,5,5,5,6,5.25,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Health_sci",NA,"female","white","Yes",0,"No","No"
"293",293,"Fall 2021","Major","BIOL1610","Pre",4,4,2,3,3,3.2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,2,2.8,4,4,2,4,3,3.4,5,5,5,5,3,4.6,4.16,2,3,3,3,2.75,6,5,6,6,5.75,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","female","biracial","No",0,"Yes","No"
"294",294,"Fall 2021","Major","BIOL1610","Pre",3,3,3,3,2,2.8,5,5,5,3,5,4.6,5,5,5,5,5,5,5,4,5,5,5,4.8,3,5,5,5,5,4.6,5,5,5,5,5,5,4.8,3,2,2,5,3,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","dentist","male","white","Yes",0,"No","No"
"295",295,"Fall 2021","Major","BIOL1610","Pre",2,3,3,2,3,2.6,4,4,4,4,4,4,3,3,3,2,2,2.6,3,4,3,3,3,3.2,4,4,2,3,4,3.4,5,5,5,5,4,4.8,3.6,2,3,4,4,3.25,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","Yes",0,"No","No"
"296",296,"Fall 2021","Major","BIOL1610","Pre",3,4,4,4,3,3.6,1,1,1,2,2,1.4,4,3,4,3,4,3.6,4,4,4,5,5,4.4,4,5,4,4,4,4.2,5,5,5,5,3,4.6,3.64,2,2,2,2,2,5,5,6,5,5.25,5,5,5,6,5.25,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","asian","No",0,"No","No"
"297",297,"Fall 2021","Major","BIOL1610","Pre",5,5,4,5,3,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.8,4,5,4,5,5,4.6,5,4,5,5,4,4.6,4.8,4,5,4,5,4.5,5,5,5,5,5,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Biology",NA,"female","white","No",0,NA,NA
"298",298,"Fall 2021","Major","BIOL1610","Pre",4,3,3,3,3,3.2,3,3,3,3,3,3,4,4,3,3,4,3.6,3,4,4,4,4,3.8,4,5,4,4,4,4.2,5,5,5,5,5,5,3.92,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Other",NA,"female","prefer_not_answer","No",0,"No",NA
"299",299,"Fall 2021","Major","BIOL1610","Pre",5,5,5,5,4,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4.4,5,4,4,5,4,4.4,4.76,4,4,5,5,4.5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","researcher","female","white","No",0,"Yes",NA
"300",300,"Fall 2021","Non-Major","BIOL1010","Pre",2,4,4,3,3,3.2,4,2,3,4,2,3,4,4,4,4,4,4,3,2,2,1,3,2.2,4,5,4,3,4,4,2,3,2,2,1,2,3.04,2,1,2,3,2,7,6,7,7,6.75,7,6,7,7,6.75,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","american_indian","Yes",0,"Yes","No"
"301",301,"Fall 2021","Major","BIOL1610","Pre",3,3,2,3,2,2.6,4,4,4,4,4,4,4,4,3,3,3,3.4,3,5,4,4,3,3.8,4,5,4,4,4,4.2,5,5,5,5,5,5,4.08,3,2,1,3,2.25,5,5,6,5,5.25,4,5,5,4,4.5,NA,NA,NA,NA,NA,"Health_sci",NA,"female","white","No",0,"No","No"
"302",302,"Fall 2021","Major","BIOL1610","Pre",3,4,2,4,4,3.4,5,5,5,5,5,5,5,5,5,4,4,4.6,4,5,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4.88,4,2,2,3,2.75,4,5,5,6,5,6,6,6,6,6,NA,NA,NA,NA,NA,"Other","scientist","female","white","Yes",0,"No","No"
"303",303,"Fall 2021","Major","BIOL1610","Pre",3,4,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,4,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"304",304,"Fall 2021","Major","BIOL1610","Pre",1,1,1,1,1,1,2,2,3,2,3,2.4,1,2,1,1,1,1.2,3,4,4,2,4,3.4,2,3,2,3,3,2.6,5,5,5,5,3,4.6,2.84,1,1,1,1,1,5,5,6,6,5.5,4,5,5,4,4.5,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","Yes",0,"No","No"
"305",305,"Fall 2021","Non-Major","BIOL1010","Pre",1,1,1,1,3,1.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,3,2.8,5,5,5,5,5,5,2.16,1,1,1,1,1,5,6,6,7,6,5,5,5,5,5,NA,NA,NA,NA,NA,"Mathematics",NA,"female","white","Yes",0,"No","No"
"306",306,"Fall 2021","Major","BIOL1610","Pre",4,2,4,4,3,3.4,4,5,5,5,5,4.8,5,5,4,3,4,4.2,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4.6,4,4,4,4,4,3,3,5,5,4,4,6,5,5,5,NA,NA,NA,NA,NA,"Earth_sci","researcher","female","white","Yes",0,"No","No"
"307",307,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,2,2,3,2.8,4,4,4,3,3,3.6,5,5,4,3,5,4.4,5,5,4,4,4,4.4,4,5,4,4,4,4.2,5,5,5,5,4,4.8,4.28,3,3,3,3,3,6,6,7,6,6.25,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"308",308,"Fall 2021","Major","BIOL1610","Pre",5,5,5,4,4,4.6,4,4,4,5,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.84,4,5,4,5,4.5,5,5,5,4,4.75,5,5,5,5,5,NA,NA,NA,NA,NA,"Computer_sci","technician","male","white","Yes",0,"No","No"
"309",309,"Fall 2021","Major","BIOL1610","Pre",4,5,4,5,4,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,4,5,5,5,5,4.8,5,5,5,5,5,5,4.92,4,4,5,5,4.5,6,5,6,5,5.5,6,6,6,5,5.75,NA,NA,NA,NA,NA,"Biology","scientist","female","white","No",0,"No","No"
"310",310,"Fall 2021","Major","BIOL1610","Pre",4,4,3,4,4,3.8,4,4,4,4,4,4,4,4,5,4,4,4.2,4,4,4,4,4,4,4,5,4,4,5,4.4,5,5,5,5,5,5,4.32,2,2,2,2,2,4,4,5,5,4.5,4,5,5,5,4.75,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"311",311,"Fall 2021","Major","BIOL1610","Pre",2,2,1,1,1,1.4,4,4,3,5,4,4,5,4,5,3,4,4.2,5,4,4,4,4,4.2,5,5,5,4,5,4.8,5,5,5,5,4,4.8,4.4,4,4,4,2,3.5,6,6,6,6,6,4,4,4,4,4,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","Yes",1,"No",NA
"312",312,"Fall 2021","Major","BIOL1610","Pre",4,2,1,2,3,2.4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4.6,5,5,5,5,4,4.8,3.68,4,2,2,2,2.5,5,5,6,5,5.25,5,5,5,5,5,NA,NA,NA,NA,NA,"Other","medical_doctor","female","white","Yes",0,"No","No"
"313",313,"Fall 2021","Major","BIOL1610","Pre",2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3.8,4,5,5,4,4,4.4,4,5,5,5,5,4.8,5,5,5,5,5,5,4.4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","female","white","Yes",0,"No","No"
"314",314,"Fall 2021","Major","BIOL1610","Pre",4,4,4,2,3,3.4,5,5,5,5,3,4.6,4,4,4,4,4,4,5,5,5,4,4,4.6,4,5,4,4,5,4.4,5,5,5,5,4,4.8,4.48,3,2,2,3,2.5,5,6,5,6,5.5,4,6,6,6,5.5,NA,NA,NA,NA,NA,"Other","health_care_pro","female","white","Yes",0,"No","No"
"315",315,"Summer 2021","Major","BIOL1610","Pre",2,3,3,3,3,2.8,5,5,5,5,5,5,3,3,3,3,3,3,2,2,3,2,3,2.4,4,5,4,3,3,3.8,5,5,4,4,3,4.2,3.68,3,2,2,2,2.25,5,5,5,5,5,5,4,3,3,3.75,4,4,4,3,3.75,"Health_sci","technician","female","white","Yes",0,"No","No"
"316",316,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,3,3.8,4,5,5,5,4,4.6,5,5,4,5,5,4.8,3,4,4,4,4,3.8,5,5,5,5,5,5,5,5,5,5,5,5,4.64,4,4,4,5,4.25,5,5,5,3,4.5,5,5,5,4,4.75,NA,NA,NA,NA,NA,"Biology","dentist","male","white","Yes",0,"No","No"
"317",317,"Fall 2021","Major","BIOL1610","Pre",5,5,4,4,3,4.2,5,5,5,5,4,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.96,4,4,3,5,4,5,5,5,4,4.75,5,5,5,4,4.75,NA,NA,NA,NA,NA,"Biology","dentist","male","white","Yes",0,"No","No"
"318",318,"Fall 2021","Major","BIOL1610","Pre",3,3,3,3,5,3.4,3,3,3,3,3,3,3,3,3,5,5,3.8,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4.8,3.92,1,1,1,1,1,5,6,6,6,5.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","Yes",0,"No","No"
"319",319,"Fall 2021","Major","BIOL1610","Pre",3,4,2,3,3,3,5,5,5,5,5,5,4,3,3,3,4,3.4,4,4,4,4,4,4,3,4,4,4,4,3.8,5,5,5,5,5,5,4.24,4,2,3,4,3.25,6,5,6,5,5.5,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci",NA,"female","white","Unsure",0,"No","No"
"320",320,"Summer 2021","Major","BIOL1610","Pre",3,4,2,3,3,3,4,5,5,5,5,4.8,4,4,5,5,4,4.4,5,5,5,5,5,5,4,5,4,4,5,4.4,5,5,5,5,3,4.6,4.64,3,4,3,4,3.5,5,6,6,6,5.75,6,6,6,6,6,4,5,5,3,4.25,"Health_sci","health_care_pro","female","white","Unsure",3,"No","Yes"
"321",321,"Fall 2021","Major","BIOL1610","Pre",4,4,3,4,3,3.6,5,5,5,5,5,5,4,4,5,5,4,4.4,4,5,5,4,4,4.4,4,4,4,4,4,4,5,5,5,5,4,4.8,4.52,1,1,2,1,1.25,5,5,5,5,5,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","Yes",0,"No","No"
"322",322,"Fall 2021","Non-Major","BIOL1010","Pre",3,2,2,1,3,2.2,3,3,3,4,2,3,4,4,5,5,5,4.6,4,4,4,4,4,4,3,4,4,3,3,3.4,5,5,5,4,3,4.4,3.88,4,4,3,4,3.75,7,7,7,7,7,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male","latinx","Yes",3,"No","No"
"323",323,"Fall 2021","Non-Major","BIOL1010","Pre",NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2.2,4,4,4,4,4,4,5,5,5,5,5,5,3.84,NA,NA,NA,NA,NA,5,5,6,4,5,4,4,4,4,4,NA,NA,NA,NA,NA,"Other","health_care_pro","male","white","No",0,"No","No"
"324",324,"Fall 2021","Major","BIOL1610","Pre",4,3,4,2,4,3.4,5,5,2,5,5,4.4,5,5,5,5,5,5,4,5,5,5,4,4.6,5,5,5,5,5,5,5,5,5,5,3,4.6,4.72,4,5,4,2,3.75,6,5,6,6,5.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",1,"No","No"
"325",325,"Fall 2021","Non-Major","BIOL1010","Pre",3,3,3,3,3,3,3,1,2,1,2,1.8,5,5,5,5,5,5,4,5,5,4,5,4.6,5,5,4,5,4,4.6,5,5,5,5,5,5,4.2,3,4,3,4,3.5,7,7,7,7,7,6,6,6,6,6,NA,NA,NA,NA,NA,"Other","educator","female","white","No",0,"No","No"
"326",326,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,2,4,4,3.4,3,4,4,4,5,4,4,4,5,5,4,4.4,3,3,3,3,3,3,3,5,4,3,5,4,4,5,5,5,2,4.2,3.92,3,1,2,4,2.5,7,6,7,5,6.25,5,7,6,7,6.25,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","male","white","Yes",0,"No","No"
"327",327,"Fall 2021","Major","BIOL1610","Pre",5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","male","white","Yes",0,"No","No"
"328",328,"Fall 2021","Major","BIOL1610","Pre",4,4,5,4,5,4.4,5,5,5,5,4,4.8,5,5,5,5,5,5,3,4,4,3,4,3.6,3,4,4,5,5,4.2,4,5,5,4,4,4.4,4.4,2,2,1,1,1.5,5,6,6,6,5.75,6,5,5,6,5.5,NA,NA,NA,NA,NA,"Non_STEM","non_stem","non_conforming","white","Yes",0,"Yes","No"
"329",329,"Fall 2021","Major","BIOL1610","Pre",4,5,4,3,3,3.8,5,5,5,4,5,4.8,5,5,4,4,4,4.4,5,4,4,3,3,3.8,3,4,3,3,4,3.4,5,5,5,5,3,4.6,4.2,3,2,4,2,2.75,5,4,6,4,4.75,4,5,4,4,4.25,NA,NA,NA,NA,NA,"Non_STEM","health_care_pro","male","white","Yes",0,NA,"No"
"330",330,"Fall 2021","Major","BIOL1610","Pre",3,3,3,2,3,2.8,4,5,4,4,4,4.2,4,3,3,3,4,3.4,5,4,4,4,4,4.2,4,4,3,4,5,4,5,4,4,4,3,4,3.96,4,3,3,3,3.25,5,6,6,6,5.75,5,5,5,4,4.75,NA,NA,NA,NA,NA,"Health_sci",NA,"female","white","Yes",0,"No","No"
"331",331,"Fall 2021","Major","BIOL1610","Pre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",332,"Fall 2021","Major","BIOL1610","Pre",4,4,4,3,4,3.8,5,5,5,5,4,4.8,5,4,4,4,5,4.4,5,5,5,5,3,4.6,5,5,5,4,4,4.6,5,5,5,5,5,5,4.68,4,2,4,3,3.25,6,6,6,6,6,5,6,5,5,5.25,NA,NA,NA,NA,NA,"Other","health_care_pro","female","white","Yes",0,"No","No"
"333",333,"Fall 2021","Major","BIOL1610","Pre",3,3,4,4,2,3.2,5,5,5,4,4,4.6,3,4,3,2,3,3,4,4,5,4,4,4.2,4,5,4,5,4,4.4,5,5,5,5,5,5,4.24,3,4,4,4,3.75,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","medical_doctor","female","white","Yes",0,"No","No"
"334",334,"Fall 2021","Major","BIOL1610","Pre",4,3,2,2,3,2.8,4,4,4,4,4,4,4,4,3,4,2,3.4,4,4,4,3,4,3.8,4,4,3,3,4,3.6,4,4,5,4,4,4.2,3.8,2,4,4,4,3.5,4,5,5,5,4.75,5,6,5,5,5.25,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"335",335,"Summer 2021","Major","BIOL1610","Pre",3,4,4,4,4,3.8,1,1,1,1,1,1,4,5,4,3,4,4,4,4,4,4,4,4,5,5,4,4,5,4.6,5,5,5,5,4,4.8,3.68,4,2,3,3,3,5,6,6,5,5.5,5,5,5,5,5,5,3,5,5,4.5,"Health_sci","dentist","female","white","Yes",0,"No","No"
"336",336,"Summer 2021","Major","BIOL1610","Pre",3,4,4,4,5,4,4,5,5,5,5,4.8,4,4,5,3,4,4,4,3,4,4,4,3.8,4,5,4,4,5,4.4,5,5,5,5,3,4.6,4.32,4,2,2,4,3,5,6,6,6,5.75,5,6,5,6,5.5,5,5,5,5,5,"Health_sci","dentist","female","white","Yes",0,"No","No"
"337",337,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,4,3,3,3.4,5,5,5,5,3,4.6,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4.2,5,5,5,5,5,5,4.56,4,2,2,5,3.25,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,"Other",NA,"male","white","No",0,"No",NA
"338",338,"Fall 2021","Major","BIOL1610","Pre",1,1,1,1,3,1.4,5,5,5,5,5,5,4,3,3,3,4,3.4,5,5,4,4,4,4.4,2,4,4,4,4,3.6,5,5,5,5,5,5,4.28,2,1,1,2,1.5,4,5,5,5,4.75,4,4,4,4,4,NA,NA,NA,NA,NA,"Other","health_care_pro","female","white","Yes",0,"No","No"
"339",339,"Fall 2021","Major","BIOL1610","Pre",1,1,1,1,1,1,5,5,5,5,5,5,4,4,4,2,4,3.6,5,5,5,5,5,5,4,4,4,5,5,4.4,5,5,5,5,5,5,4.6,4,2,1,4,2.75,5,5,5,5,5,6,5,6,6,5.75,NA,NA,NA,NA,NA,"Other","health_care_pro","female","white","Yes",0,"No","No"
"340",340,"Fall 2021","Major","BIOL1610","Pre",2,2,3,3,4,2.8,5,5,5,5,5,5,4,4,5,4,4,4.2,4,4,4,3,3,3.6,4,4,2,2,4,3.2,4,4,5,5,3,4.2,4.04,2,4,4,4,3.5,5,6,6,6,5.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","male","white","Yes",0,"No","No"
"341",341,"Spring 2022","Non-Major","BIOL1010","Pre",3,3,3,3,3,3,3,4,3,3,1,2.8,4,5,3,4,3,3.8,3,3,3,3,3,3,4,4,4,4,4,4,5,3,3,5,3,3.8,3.48,3,3,3,3,3,4,5,5,5,4.75,3,3,3,3,3,NA,NA,NA,NA,NA,"Other",NA,"male","prefer_not_answer","No",0,"No","No"
"342",342,"Fall 2021","Major","BIOL1610","Pre",5,3,4,3,3,3.6,1,1,1,1,1,1,2,1,1,1,3,1.6,1,1,2,1,1,1.2,4,4,4,3,4,3.8,4,5,5,5,5,4.8,2.48,4,3,3,3,3.25,6,5,5,6,5.5,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","female","white","Yes",0,"No","No"
"343",343,"Fall 2021","Major","BIOL1610","Pre",3,3,2,2,2,2.4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2.6,2,3,2,3,3,2.6,3,3,4,4,3,3.4,3.32,3,3,4,NA,3.33333333333333,3,4,4,4,3.75,3,5,5,5,4.5,NA,NA,NA,NA,NA,"Computer_sci",NA,"male","white","No",0,"No","No"
"344",344,"Fall 2021","Non-Major","BIOL1010","Pre",NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,4,4,4,2,3.6,5,5,5,5,4,4.8,4,4,4,4,4,4,5,5,5,5,4,4.8,4.44,9,9,9,7,8.5,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,"Other",NA,"female","white","No",0,"No","No"
"345",345,"Fall 2021","Major","BIOL1610","Pre",3,2,1,1,1,1.6,5,5,5,5,5,5,4,4,3,4,1,3.2,4,4,3,4,4,3.8,5,5,5,5,5,5,5,5,5,5,5,5,4.4,3,3,3,5,3.5,3,3,5,5,4,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","dentist","male","white","Yes",0,"No","No"
"346",346,"Fall 2021","Major","BIOL1610","Pre",1,1,1,1,1,1,5,5,5,5,5,5,4,4,5,4,4,4.2,4,4,4,4,4,4,4,4,4,4,5,4.2,5,5,5,5,5,5,4.48,3,1,1,5,2.5,5,3,5,6,4.75,5,5,6,4,5,NA,NA,NA,NA,NA,"Health_sci","dentist","male","white","Yes",0,"No","No"
"347",347,"Fall 2021","Non-Major","BIOL1010","Pre",4,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,4.2,5,5,5,5,5,5,5,5,5,5,4,4.8,4.8,5,5,5,5,5,7,6,7,7,6.75,7,7,7,7,7,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","male","white","Yes",0,"Yes","No"
"348",348,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.6,3,5,4,5,5,4.4,5,5,5,5,4,4.8,4.76,4,4,3,5,4,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"Yes","No"
"349",349,"Fall 2021","Major","BIOL1610","Pre",4,4,4,3,3,3.6,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3.2,3,3,3,5,5,3.8,5,4,4,4,3,4,4.2,3,2,2,1,2,5,3,4,4,4,5,5,5,5,5,NA,NA,NA,NA,NA,"Biology","medical_doctor","female","white","Yes",0,"No","No"
"350",350,"Fall 2021","Non-Major","BIOL1010","Pre",2,4,3,4,4,3.4,4,4,4,5,5,4.4,3,4,5,3,4,3.8,4,4,4,5,5,4.4,4,5,2,5,5,4.2,5,5,5,5,5,5,4.36,4,3,3,4,3.5,7,6,6,6,6.25,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Computer_sci",NA,"female","white","Yes",0,"No","No"
"351",351,"Fall 2021","Major","BIOL1610","Pre",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.5,6,4,6,5,5.25,6,6,6,6,6,NA,NA,NA,NA,NA,"Non_STEM","medical_doctor","female","white","Yes",0,"No","No"
"352",352,"Fall 2021","Major","BIOL1610","Pre",4,5,4,5,4,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,4.96,2,2,2,1,1.75,5,5,5,6,5.25,6,5,5,6,5.5,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","female","white","Yes",0,"No","No"
"353",353,"Fall 2021","Major","BIOL1610","Pre",4,4,4,5,3,4,5,5,4,5,5,4.8,4,5,4,4,4,4.2,4,4,4,4,4,4,4,4,4,4,5,4.2,4,5,5,5,3,4.4,4.32,2,2,3,1,2,5,5,5,5,5,6,5,4,5,5,NA,NA,NA,NA,NA,"Health_sci","dentist","male","american_indian","No",0,"No",NA
"354",354,"Fall 2021","Major","BIOL1610","Pre",5,5,3,4,4,4.2,5,5,5,4,5,4.8,1,2,1,1,1,1.2,2,1,1,1,2,1.4,2,5,4,4,4,3.8,5,5,5,5,3,4.6,3.16,3,2,1,2,2,5,6,6,6,5.75,4,6,6,6,5.5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"355",355,"Fall 2021","Major","BIOL1610","Pre",4,4,3,4,4,3.8,2,2,2,2,2,2,4,4,4,4,4,4,3,3,4,3,4,3.4,3,5,4,4,5,4.2,5,5,5,5,4,4.8,3.68,3,3,3,4,3.25,4,3,3,3,3.25,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci",NA,"female","white","Yes",0,"No","No"
"356",356,"Fall 2021","Non-Major","BIOL1010","Pre",2,3,2,2,3,2.4,2,2,2,3,2,2.2,3,4,4,4,4,3.8,4,4,4,4,4,4,3,4,3,4,4,3.6,5,5,5,5,4,4.8,3.68,3,2,3,4,3,6,6,7,7,6.5,6,7,7,7,6.75,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"No","No"
"357",357,"Fall 2021","Major","BIOL1610","Pre",1,1,1,1,1,1,4,4,4,3,3,3.6,2,2,2,2,2,2,2,3,3,2,2,2.4,3,3,3,3,3,3,5,5,4,5,3,4.4,3.08,1,1,2,2,1.5,6,4,6,4,5,3,3,3,3,3,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","female","white","Yes",0,"No","No"
"358",358,"Fall 2021","Major","BIOL1610","Pre",4,3,2,4,5,3.6,5,4,4,4,5,4.4,4,4,3,3,4,3.6,4,4,4,4,3,3.8,4,5,4,3,4,4,5,5,5,5,5,5,4.16,3,1,3,2,2.25,5,5,5,6,5.25,5,4,4,5,4.5,NA,NA,NA,NA,NA,"Health_sci","technician","female","white","Yes",0,"No","No"
